timestamp,task_type,cpu_load,battery,temperature,humidity,ozone_level
2025-10-18T16:05:55.211046+04:00,Network Security,77.7061538831198,26.509131087954742,41.60865472363012,43.201422312506985,0.02872771194584408
2025-10-18T16:05:55.211316+04:00,Capacity Planning,83.62497239086949,64.1003510568888,38.42916225102643,39.824880389860844,0.032461642681370105
2025-10-18T16:05:55.211453+04:00,Preventive Maintenance,35.860590651560706,57.228078846901404,21.585533645752008,34.76060041977822,0.01569402159379609
2025-10-18T16:05:55.211562+04:00,Environmental Controls,29.78556393657586,18.15457910795387,27.74870593536792,29.457296269591474,0.02637057397120876
2025-10-18T16:05:55.211674+04:00,Security Analytics,60.35523835327361,14.180537144799796,34.3865306366575,37.871644747604364,0.025103378056388053
2025-10-18T16:05:55.211780+04:00,Security Analytics,30.487164612210996,71.49371669429124,21.413390214647624,40.014086877626774,0.02101174395731039
2025-10-18T16:05:55.211885+04:00,Real-time Monitoring,87.29223417669648,33.290198344001524,40.328412190763515,43.66971012794274,0.05007923546077115
2025-10-18T16:05:55.211989+04:00,Workload Management,75.88628998569473,94.55490474077702,35.69767597019534,42.97228918376992,0.03717469219045147
2025-10-18T16:05:55.212092+04:00,Environmental Controls,37.755965348496005,61.339957696485946,26.321722312010476,36.91909642391794,0.023692755851848914
2025-10-18T16:05:55.212195+04:00,MLOps,80.44268827791399,42.10779940242303,41.24040773998986,41.180513666617934,0.025317605706560525
2025-10-18T16:05:55.212297+04:00,Vulnerability Management,35.183247984847,24.874024515670225,27.98049833894008,33.93612329352903,0.012739640422521535
2025-10-18T16:05:55.212428+04:00,Capacity Planning,26.90160434754844,74.0207757473785,19.077141745252657,37.81932698440468,0.02458878764625745
2025-10-18T16:05:55.212535+04:00,Secure Data Disposal,40.469586926263176,20.428215357261674,30.760581404959908,37.99500484185648,0.0197450048886525
2025-10-18T16:05:55.212639+04:00,AI Predictive Maintenance,72.01652515873545,67.38017242196918,34.49562235209608,40.354630772231005,0.036622622037080756
2025-10-18T16:05:55.212743+04:00,AI Predictive Maintenance,92.59552810807382,86.40224418394754,37.2709083322033,45.932289582966575,0.034704279635335594
2025-10-18T16:05:55.212843+04:00,Automation,27.146132198508678,90.61872361061674,19.74775217946879,45.146134062218074,0.01301838521549828
2025-10-18T16:05:55.212943+04:00,Redundancy Validation,87.1431502837179,32.43630062339874,45.855103112258526,38.78131940472079,0.03210047707064943
2025-10-18T16:05:55.215135+04:00,Disaster Recovery,63.070094091372425,36.60703172539426,34.256810967703224,37.82158959340342,0.0241442960038232
2025-10-18T16:05:55.215557+04:00,Power/Cooling Optimization,25.858455005313047,90.330309864098,21.468229782283665,37.6290208756007,0.016211093769371025
2025-10-18T16:05:55.215672+04:00,Preventive Maintenance,33.131241197694,68.29211084872261,24.456412279983887,34.116814798522306,0.01740615626115058
2025-10-18T16:05:55.215777+04:00,Vulnerability Management,51.21054756551357,72.31924296012433,26.317265522831878,36.28495443918909,0.022947550875897605
2025-10-18T16:05:55.216048+04:00,Vulnerability Management,44.32607453993347,15.840302239808342,30.5741354412024,32.686571516616645,0.019185375518079726
2025-10-18T16:05:55.216160+04:00,Network Security,52.266123000852765,37.07904788350927,32.092392531786956,44.4702910317166,0.024718032076350212
2025-10-18T16:05:55.216265+04:00,Disaster Recovery,55.129439581956596,50.30048481157825,32.111878078096375,44.50415376886389,0.03269772375816753
2025-10-18T16:05:55.216367+04:00,Capacity Planning,41.42062876521938,31.79439444496833,28.972167177710443,39.93574729285123,0.02219917535313163
2025-10-18T16:05:55.216537+04:00,Environmental Controls,77.85933562368685,23.564578956888653,41.43521624374187,44.76568191299747,0.03376265471682889
2025-10-18T16:05:55.216648+04:00,Real-time Monitoring,60.22590017100055,70.98079256580542,30.9879794861999,38.475011754892705,0.031313203714445695
2025-10-18T16:05:55.216750+04:00,Security Analytics,89.94447748161635,45.78148189787701,39.959447981346585,45.03034394047521,0.037311589035041025
2025-10-18T16:05:55.216861+04:00,Capacity Planning,38.99063983927198,20.212616911653015,31.30296469535563,31.217101880207988,0.02283449162480224
2025-10-18T16:05:55.216962+04:00,Incident Management,30.557444726538392,18.379249102530927,29.94359401627328,29.654582584728995,0.025120869698529717
2025-10-18T16:05:55.217063+04:00,Real-time Monitoring,69.53041554768555,86.19950280144754,31.66819578218825,44.458894101378775,0.03512911359678017
